"gene","HR","p","adj_p"
"DUXAP10",1.24771003471372,0.22215066631526,0.750207245061498
"AC099565.1",0.847222564481185,0.220776253860255,0.750207245061498
"TIGIT",0.873524332786642,0.225356708694957,0.756482757087545
"NHSL2",1.15678341760891,0.22554910248219,0.756482757087545
"CPA2",1.11960929243991,0.226255115808797,0.756976992397332
"MMP14",1.09891620190932,0.227099041276729,0.757929066329969
"KCNK9",1.20137661378159,0.230312460335376,0.764885744496161
"FLG-AS1",1.58948143118732,0.229946451900322,0.764885744496161
"SERPIND1",0.918988298493684,0.231615986655626,0.765462590044814
"APOLD1",0.929687770326949,0.231461008627086,0.765462590044814
"TIMP2",1.08507243253331,0.233603438904398,0.770152456728611
"CCN2",1.08604054604804,0.23570587922892,0.774004658546492
"CXCL9",0.947391908176494,0.23591433504037,0.774004658546492
"FN1",1.0546803111762,0.238320278095513,0.78000960584401
"GBP3",0.928800441385416,0.240942976000018,0.78480224153852
"ITGBL1",1.08996498761592,0.240767426208655,0.78480224153852
"IFI35",1.13384765321484,0.242198786086792,0.785118074515797
"IRF8",0.905810772530397,0.241946455381454,0.785118074515797
"DCSTAMP",0.836682112311882,0.244197707935009,0.788252053336181
"CCDC68",0.911816208314209,0.246074257240741,0.788252053336181
"STK31",1.11488097923264,0.24559273617673,0.788252053336181
"IGHV4-39",0.965627671513476,0.245384289292142,0.788252053336181
"AC055717.2",0.932170857191657,0.244865148118538,0.788252053336181
"F7",1.08497879028545,0.248489395828713,0.788531923531395
"LILRB5",1.11614125232994,0.248156628349056,0.788531923531395
"PCDHB10",1.14396945493411,0.24778089562274,0.788531923531395
"IGKV6-21",0.952183357093381,0.247019695735065,0.788531923531395
"PADI1",1.1072413491134,0.249205889640297,0.78895789827711
"KLHDC7B",1.15888053550489,0.251961354242855,0.794562697734622
"MT1H",1.04975506321167,0.252735441124444,0.794562697734622
"AC007099.1",0.912064545330964,0.252716858641772,0.794562697734622
"CHSY3",1.14014668092797,0.254931526946054,0.79961161808311
"AASS",1.1201323779744,0.256610893305758,0.801169954906227
"ECM2",1.09577373757161,0.25635000875122,0.801169954906227
"PI3",0.960737432473812,0.262293895181522,0.805914349140505
"FRMD6",1.09406719472296,0.260223437297328,0.805914349140505
"WWC2",1.11160600952084,0.26092556735425,0.805914349140505
"DACT1",1.09116020302258,0.260120747332284,0.805914349140505
"ABCD2",1.28747490924773,0.260473970995728,0.805914349140505
