"gene","p"
"RP11-498C9.15",0.00771455893314144
"RP11-248J18.3",0.00772269046182521
"TPBGL",0.0077380932393282
"MRPL23",0.00779424286452348
"ITGA5",0.00779970605077307
"MPDZ",0.00782704675319259
"LPCAT3",0.00784144489646486
"LOC101927811",0.00786203142330219
"RPS28",0.00786225942519029
"PHLDA3",0.00789332328896856
"MPND",0.00789662047006877
"LINC00113",0.00790539065166242
"TUFM",0.00791387850438762
"CHAF1A",0.00792713210110422
"HMCES",0.0079284555716868
"HINT1",0.00794728815837015
"PIK3CA",0.00797513720358993
"IQCE",0.00799420752642058
"RSAD1",0.00802877853629518
"SLC9A8",0.00808526837802091
"EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2",0.00809163212896634
"PEAR1",0.00809513563671117
"PIH2",0.00809546128020463
"BPIFB2",0.00811274165868359
"ARL17A /// ARL17B",0.00812006886876717
"NEO1",0.00813656956883933
"AKR7A3",0.0081676342229448
"SHC1P1 /// SHC1P1",0.00820840431121652
"GNPTG",0.00821675109038402
"LINC00636",0.00822553258664343
"RTN4IP1",0.00824639493643006
"CILP2",0.00824644818015126
"SLIT2",0.00825724993311885
"LOC101929549",0.00826811202789114
"SMPD2",0.00831923645132663
"MCCC1",0.00832160398247055
"EPN3",0.00832406963398332
"GAK",0.00833332065738844
"MCM7",0.00837597446683035
"HOXB8",0.00838104924347716
"PLXNB3",0.00838122868563977
"MFSD4",0.00839619159824951
"SRGAP2 /// SRGAP2B /// SRGAP2C",0.00839949656066919
"STAC",0.0084132729652825
"ERMN",0.00841775334445111
"AC005592.3",0.0084279852273744
"DHRS11",0.00845749694910037
"MUC16",0.00845894426780067
"HIST1H2BJ",0.0084927956941081
"SNF8",0.00849746627548032
"FBP2",0.00850018791137668
"KDM2B",0.00850102957317496
"TCF20",0.00850781655058502
"SLC25A10",0.00852408760037322
"BOC",0.00852721234026992
"ARMCX4",0.0085482571981818
"ZNF180",0.00855351010509764
"ALDH3B1",0.00856527127389139
"LINC01419",0.0085656703595439
"ADAMTS16",0.00858691946105808
"TM4SF4",0.00859429244388178
"IZUMO4",0.00861240436264875
"LEF1-AS1",0.00864258827457112
"PLEKHG6",0.0086562081162689
"PLK2",0.00866749681369541
"RP11-96D1.11",0.00866775152809008
"PIGU",0.00870198573210699
"LAMTOR4",0.00870472548473371
"ABCD4",0.00873113584622011
"CD3D",0.00875133242296346
"BEND3",0.00876578882659607
"SLC18A1",0.0087705060392874
"FABP4",0.00877314181498754
"POC1B",0.00877342386387166
"GATA6-AS1",0.00878186737160656
"BID",0.00878698633550181
"ARHGEF17",0.00879326887247094
"SGIP1",0.0088031462360475
"ISOC2",0.00881522884069042
"DAZAP1",0.00881539166055685
"PSMG1",0.0088177535429828
"HIGD2A",0.00882094497448543
"FERMT2",0.00882851064524724
"RP11-235E17.4",0.00887881204391567
"RFFL",0.00888361432601354
"UHRF2",0.00888923181277543
"FAR2",0.00889230929375832
"TRIM31",0.00889640249168586
"ANKRD20A5P /// ANKRD20A5P",0.00889953073292601
"XK",0.00890813334280582
"GPR4",0.00891213410277745
"RP11-379H18.1",0.00892837285824847
"CCL20",0.00893339255211711
"LINC00452",0.00893948132463298
"HTN1",0.00894116854922317
"PPARGC1B",0.00896369782125624
"IL20RB",0.00897206676872572
"S100A12",0.00898873246556664
"CRADD",0.00900748187427045
"DZIP1",0.00901395834606777
"AACS",0.00903854474775495
"NPTN-IT1",0.00914534518739701
"KIAA1598",0.00915802712478599
"SELENBP1",0.00916273841525292
"B9D2",0.00916370051610281
"PLEKHH1",0.00922253714227244
"SPARCL1",0.00922292455941533
"PDHB",0.00922863668986587
"TNFRSF14",0.00923391085691632
"LOC100507165",0.00923467795162497
"FAM65A",0.00926679182585575
"ACOT13",0.00927006461297211
"PRLR",0.00932877588824785
"ATRIP /// TREX1",0.00933760736915639
"GGCT",0.00933797464083742
"PSMA2",0.00934734343681644
"PLA2G12B",0.0093618767723079
"SCG2",0.00936325790214688
"TUBE1",0.00936431667489363
"CR1",0.00941304234135218
"CATIP-AS1",0.00941892041508106
"TMEM144",0.00943576265490124
"IER5",0.00947224026450779
"FAM84A",0.00947931715133639
"AURKA",0.00953336528457567
"KANSL1L",0.00954532233303506
"ALG1",0.00954568265431855
"SPRY4",0.00955725814994919
"CPXM2",0.00955919868484288
"COPZ2",0.00958106853858941
"NUDCD2",0.00958460373119117
"ENDOG",0.00959209241657045
"LOC101928676 /// MAEA",0.00959296453799668
"KIDINS220",0.00960438681735432
"KDF1",0.00961166713501931
"LOC100506403 /// LOC101928269 /// RUNX1",0.00961854956650325
"ICAM3",0.00963605936769557
"TMEM106C",0.00966450120600623
"KDR",0.00966672083156034
"RAB6B",0.00969241872415464
"EPHA2",0.00969626198281826
"DUS1L",0.00972377158679878
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",0.00973440884763974
"F2RL2",0.00974390062446789
"NUDT1",0.00974429863675475
"PTGIS",0.00975285983314823
"SLC39A8",0.00976371274026389
"ZNF300P1",0.00976910781402721
"RPP38",0.00979913208452729
"RPARP-AS1",0.00981476033936334
"KLF8",0.00982366935760782
"C16orf45",0.00982423196427968
"LETMD1",0.00983028841371499
"C5AR1",0.00983708713478639
"BNC2",0.00984172016766191
"STATH",0.00986550996204632
"LOC101928781",0.00988215543693923
"C11orf96",0.00991530044133559
"CAPN13",0.00992214858519211
"THSD7B",0.0100006812478555
"XRCC6",0.0100366170750884
"LOC100128108",0.0100605303516586
"ERBB3",0.0100793573387992
"PTTG1IP",0.0100917791269025
"OLIG3",0.0101205860529673
"MSRB3",0.0101220200623381
"SLITRK4",0.0101235359410533
"SLC22A23",0.0101435785081245
"POLR2I",0.0101680473892789
"LOC400043",0.0102016954962492
"FASTKD3",0.0102449788995857
"NALCN",0.0102534837890454
"PTPRZ1",0.0102728404320552
"AGR2",0.0102863380159734
"SPAG1",0.0103145165034566
"MAP3K8",0.010316042756721
"LOC100506351",0.0103244580223177
"ECSIT",0.0103437406535134
"DANCR",0.010346410483382
"CSGALNACT2",0.0103499726920939
"ZBTB47",0.0103879647772675
"KCNE4",0.0104284907063816
"HDGFL1",0.0104610229768044
"FAM155A",0.0104710612291942
"FAM222A",0.0104725938861766
"VPS25",0.0104785144736183
"EIF4H",0.0104818399534961
"NLGN4Y",0.0105173986644734
"CHST15",0.0105217864036653
"IK /// TMCO6",0.0105514363641936
"GNG10",0.0105541817054214
"TPD52",0.0105627876337521
"HSD17B8",0.0105681191617762
"DHX15",0.0105981802805256
"HSPA1A /// HSPA1B",0.0106020049642506
"NUDT16L1",0.0106269324460677
"GPATCH1",0.0106275961063972
"GLCE",0.0106345284766385
"PEG3",0.0106410689113166
"EDEM2",0.0106435235863413
"TRABD2A",0.0106511012572191
"PIGG",0.0106519326660277
"RP11-473I1.9",0.0106718204059937
"TIMELESS",0.0106731453555469
"TRIAP1",0.0106736562329652
"ALKBH7",0.0106833453045018
"ZDHHC3",0.0106922406813671
"MIR4723 /// TMEM199",0.0107086935129968
"IQCC",0.010738596828094
"ATP5I",0.0107395536180371
"PTHLH",0.010758012632812
"C7orf55",0.0107684259587999
"F13A1",0.0107749908533423
"TMEM171",0.0108218003104557
"VPS33A",0.01082287338885
"FAM64A",0.0108440284184984
"DAPK2",0.0108528943983287
"DNASE1L3",0.0108647958058044
"CCR7",0.010877892259448
"TBC1D22A",0.0109216366945557
"CC2D1A",0.010934608340314
"FGF7",0.0109537980211665
"BC045779",0.0109562722584446
"HSPG2",0.0109572418369927
"ZNF503-AS1",0.0109760862594362
"ANKRD22",0.0109908172033771
"XYLT2",0.0110031616903437
"LGR5",0.0110375436545033
"PWAR6",0.0110375715335582
"U2AF2",0.011038552779265
"SHPK",0.0110891515576898
"NR2F2",0.011096152602481
"NEGR1",0.0111056942645195
"ZNF257",0.0111237243006867
"CHL1",0.0111402626045002
"WASF1",0.0111466637510976
"GLRB",0.0111849853060898
"MARCO",0.0112564725969312
"DSTYK",0.0112876543073934
"CAMSAP3",0.0113125835430469
"PCDHB10 /// PCDHB9",0.0113285393856614
"ARMC2-AS1 /// ATP5J2",0.0113312833965415
"PCDHB4",0.0113348588631761
"NKAIN4",0.0113515989897143
"RANBP1",0.0113646797214895
"LINC00511 /// LINC00673",0.0113653905386104
"GPR137B",0.011375297080886
"IL23R",0.0113756712067416
"CKB",0.0113824174108952
"NFKBIB",0.0114097281478999
"CLIP4",0.0114113266355635
"PLA2G12A",0.0114771541090834
"WWC3",0.0114875179996418
"FRAT1",0.0115446753073378
"AC010145.3 /// MYCNUN",0.0115494144048035
"UBE2Q2L",0.0115615336802144
"PALM2",0.0115867103916824
"TMEM17",0.0116083571786189
"AGFG2",0.0116399036644709
"HTR1F",0.0116476411861672
"MRPL20",0.0116487712365955
"KATNAL1",0.011689022091998
"NDNL2",0.0117192991911249
"MCM6",0.0117287006066094
"CRYAB",0.0117315253834476
"LIG1",0.0117558578343241
"ZFHX4",0.0117686374125405
"DKFZP434C153 /// OBSCN",0.0117976312986566
"TSPAN12",0.0118110098393141
"CNNM4",0.0118455204651334
"ACACA",0.0118504435936115
"PIM1",0.0118556681689064
"LOC101928409",0.0119280217269899
"POLD2",0.0119611970401359
"TTC1",0.0119738035912777
"PDGFB",0.011990541288463
"NLGN4X",0.0119970666990816
"SYNE3",0.0120068832828204
"FAM32A",0.0120111143602849
"TCEA3",0.0120140791219496
"CD109",0.0120297764273316
"KRT5",0.012041649762779
"LEPR",0.0120577258913832
"HMCN1",0.0120646709838442
"MCAT",0.0120721976318799
"UACA",0.0121053957622479
"ZNF787",0.012119737635094
"LINC01106 /// LINC01123",0.0121226046971445
"RGS16",0.0121532859445033
"CXCL13",0.0121942995105731
"C7orf55 /// C7orf55-LUC7L2 /// LUC7L2",0.0121981609834264
"ADAMTS5",0.0122017222865481
"IRF5",0.0122224994478716
"RPL41",0.0122242946107416
"LOC102723779",0.0122249849207799
"KLHL20",0.0122288301644376
"LTBP3",0.0122530392662972
"MOB3B",0.0122537661030345
"FAM213B",0.0122563070860702
"CDH2",0.0122596182020382
"BAG3",0.0122954803197681
"PRMT7",0.0123175376646989
"ENG",0.0123215284854444
"TXNL4B",0.01232477375502
"TPMT",0.0123394024524143
"PI4KA",0.0123399204929097
"MXRA7",0.0123422877225069
"MGC24103",0.0123450273583298
"SLC13A2",0.012374313350402
"NPL",0.0124007525631336
"NGFR",0.0124235315264282
"FRMD6",0.0124443275528761
"SLC26A10",0.0124489528111173
"LIN54",0.0124498085542725
"LINC00842",0.0124514098343481
"FKBP11",0.0124753881466498
"HCFC1R1",0.0124953925111702
"ADH6",0.0125419604072345
"PRPF31",0.0126051728452835
"NHP2P2 /// NHP2P2",0.012613007086549
"RP11-157E16.1",0.0126164716303664
"LOC441461",0.012620096839945
"GOT2",0.0126206743369442
"CDCA3",0.0126436281861986
"ASF1B",0.0126784725574461
"HOTAIR",0.0126866342489737
"ATP2B4",0.0126972965730855
"DHODH",0.0127050618505576
"BIRC5",0.0127079427757872
"LRRTM1",0.0127172644552752
"PSMB8",0.0127244383234555
"EBP",0.0127261805623799
"CLEC1A",0.0128083735583856
"RAB23",0.0128255583334914
"RUNX2",0.0128678546449011
"FLNA",0.0128692706767888
"CACNA2D1",0.0128839861105473
"FRMD6-AS1",0.0129108050436244
"TMEM39A",0.012933351919667
"RP11-248J18.2",0.0129336808184417
"KIRREL",0.0129466412368864
"NXN",0.0129962161602478
"KCNJ8",0.0130121021179612
"RPS25",0.0130133228609271
"LOC100506325 /// LOC102724532",0.0130377272494291
"VDR",0.0130393536062493
"ARC",0.0130834340288766
"RHOJ",0.0131177454089266
"CYP24A1",0.0131434856977066
"SELO",0.0131444026256402
"TARBP2",0.0131508843295907
"SPG20",0.0131512993557515
"FUT4",0.0131940219878504
"CARD16 /// CASP1",0.0132306940446938
"ANKRD6",0.013239329247808
"PRKAG2-AS1",0.013248407254331
"RP11-304L19.4",0.0132735034881158
"PLN",0.0132863814587162
"OGFOD3",0.0132952932157437
"MOSPD2",0.013304143701625
"ATP5A1",0.0133374495646971
"SEPT2",0.0133588736874585
"SFRP2",0.0133706610393081
"DAAM2",0.0133727804095957
"PKP2",0.0134087474926144
"MEIS2",0.0134139918684113
"TTLL6",0.0134207906117878
"CSPG4",0.0134279782889269
"TMED6",0.0134319859861138
"PSMD9",0.0134418905739924
"HIST1H2AD /// HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J",0.0134734320621356
"GNPNAT1",0.0134852367141367
"TPM4",0.0135150684601941
"RP11-470M17.2",0.0135386800587789
"CHEK2",0.0135656457599549
"APEH",0.0135803252369757
"PARL",0.0135877774206687
"ANKRD20A12P",0.0136089172893822
"TK1",0.0136391966801527
"PRDM11",0.0136760708835143
"PPP1R8",0.0136961947968894
"CYBRD1",0.0137007889846499
"HOXB4",0.0138164826299071
"TRIM61",0.0138191556289623
"EXOSC7",0.0138364192314537
"FCN1",0.0138775996647127
"DIRC1",0.0138853000542065
"CHCHD4",0.0138868306580081
"CTSB",0.0139010778400101
"NARF",0.0139135542674818
"ELOVL6",0.0139424174814211
"EPHX2",0.0139558270275122
"ADAM21",0.0139571519559755
"PCDHB2",0.0139642309493498
"FLJ44087",0.0139872911023572
"HEPACAM2",0.0139963936482203
"IMMT",0.0140047652228378
"NCAPD2",0.014008796169943
"RTP4",0.0140190454362537
"SMARCD2",0.0140231618430373
"LSM7",0.0140265056943
"ACY3",0.014044102178101
"LOC101930630 /// STRC",0.0140553305429037
"C2orf82",0.0140652947226442
"PEX5",0.0140699269053702
"CHCHD10",0.014088860563788
"S100A3",0.0140902618913731
"AHR",0.0141657726938101
"DENND5A",0.0141926852831965
"SCRN1",0.0142067293361588
"TIMM44",0.0142212125950708
"CD68 /// LOC101928634 /// SNORA67",0.0142327446649419
"FLJ31104",0.0142380747023415
"ANAPC15",0.0142630220147948
"SOWAHA",0.0142704310265905
"CBLN3",0.0142737854959052
"CACNA2D4",0.0142742253516218
"DCLK1",0.0142921129804253
"FUT11",0.0143545097125465
"SLC9A2",0.0143650267242485
"TBC1D14",0.01437079164629
"ADH5",0.0143739094118195
"ADAMTS9",0.0143808294147015
"GMDS",0.0144053397161662
"SAAL1",0.0144073705833483
"TTBK2",0.0144208070295288
"SAMM50",0.0144460404297917
"SLC27A1",0.0144504959023414
"THOP1",0.0144540483379968
"GPR116",0.0144552217966465
"RUFY3",0.0144677628491783
"ECM2",0.014486404678895
"RP11-274H2.5",0.0145024849530268
"POGZ",0.0145084880502349
"BOLA3",0.0145663220850943
"LINC00638",0.014603273747814
"S100A8",0.014650297752985
"ADH1A",0.0146647162045034
"NUDT19",0.0146720675245158
"THYN1",0.0147220500783094
"CMTM7",0.0147222092394577
"ZFP36",0.0147852882437044
"CAPN15",0.0148248280751889
"DNASE1L1",0.0148310751841032
"DHCR24",0.0148606913240358
"SLC25A13",0.0148625799483277
"LOC100506538 /// NDUFAF6",0.0148929536291612
"PDIK1L",0.0149297966802156
"ANXA1",0.0149495773807303
"C5orf30",0.0149842968191459
"MKKS",0.0149991675675274
"SPRYD4",0.0150361178670894
"TTC7B",0.0150516738660707
"SHROOM3",0.0150652892309311
"CCL7",0.0150842257507436
"LOC728024",0.0151129001012624
"LOC100133985",0.0151139653227572
"SENP7",0.0151157981584358
"FIGN",0.0151484941749289
"CRLS1",0.0151642111958713
"PTPN12",0.0151696963331101
"LOC101928274 /// VSIG10",0.0151698926437355
"CARF",0.0151762308947138
"SGCD",0.0151971904286172
"SHC1",0.0152360556338714
"ETS2",0.015242739088567
"CERS6",0.0152451385394713
"GDE1",0.0152609117308631
"RGS4",0.015319589296022
"BECN1",0.0153411733706003
"DYSF",0.0153631469962461
"RMI1",0.0154000858120119
"EGFL8 /// PPT2",0.0154307086119917
"DERA",0.0154307814047232
"CLDN22 /// WWC2",0.015444852476162
"REPIN1",0.0154505371930985
"CCDC102B",0.0154527930555236
"CLPP",0.015500134630492
"LOC102724200 /// TRAPPC10",0.0155510546245831
"ANAPC1 /// LOC730268",0.0155729025474277
"AP000462.1",0.0155798094635094
"CRISPLD1",0.0155802949676791
"MSR1",0.0155995837051208
"FLJ30064",0.0156351166934165
"EDA2R",0.015659679597492
"GSTM2",0.0156621113670745
"NUDT9",0.0156817728122374
"TERF2IP",0.0156976213677388
"RPL23AP32",0.0157169795521763
"HMBS",0.0157721042578619
"MGP",0.0157861667622608
"PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA3 /// PCDHGA5 /// PCDHGA6 /// PCDHGC3",0.0158166994503008
"CLCN3",0.0158279701025358
"LOC101929584",0.0158339002424677
"GTF2H5",0.0158398406192055
"CYTH4",0.0158704700738816
"LEPR /// LEPROT",0.0159049426198928
"STX18",0.0159315644080164
"H2BFM",0.0159482338667104
"SAP130",0.0159782476661036
"MLH3",0.0159841644473818
"TMEM45A",0.0159879037930752
"PEX6",0.0160022638051642
"BLNK",0.0160099359585224
"NOS2",0.0160309913313348
"LAP3",0.0160626184917882
"CNTNAP1",0.0160717221934271
"TROAP",0.0161403753933378
"ACO2",0.0161517442879361
"TSC22D2",0.0161596507960432
"WDR18",0.0161676435786181
"UBXN7-AS1",0.0161689683284238
"LRIG3",0.0161735266313907
"FAM98C",0.0161758429875339
"HNF1A",0.01621968358776
"MXRA8",0.0162227847687094
"SUSD4",0.0162257839923501
"KRTAP4-6 /// LOC101930568",0.0163309881212272
"LOC642852",0.0163594981636495
"PSMA5",0.0163632283280651
"SYNDIG1",0.0163915429072909
"ABCC9",0.0164020540848974
"IKBKE",0.0164130100668783
"NRIP3",0.016414483931302
"TMEM54",0.0164426769000506
"C7orf31",0.0164599505548496
"KIAA0907",0.0164619776971856
"CDC42BPA",0.0164624554315891
"NDUFA11",0.0164973799968882
"BC043291",0.0165281385799471
"ROMO1",0.0165593572660425
"NFKBID",0.0166037293181299
"FLOT1",0.0166122710703834
"LINC01207",0.0166143548455696
"C20orf24 /// TGIF2-C20orf24",0.0166152072341946
"FAM117B",0.0166250517115779
"PPP1CC",0.0166620119252086
"IFRD2",0.0166668208357656
"TSPAN8",0.0166811398782529
"TRIM14",0.0166895597865688
"FOXD2",0.0167089177705936
"NDUFAF2",0.0167297851954621
"OSBPL8",0.0167880901037296
"MATN3",0.0168016174593664
"MCAM",0.0168022825347697
"KIAA1324",0.0168305779644983
"CMPK2",0.0168442977777035
"ZNHIT3",0.0168480819256152
"NBPF20",0.0168539800962222
"BLOC1S1",0.0168685221581062
"MRPL54",0.0168776977437998
"MAPKAPK3",0.0168817234179339
"OSMR",0.0169212443864522
"DSTNP1 /// DSTNP1",0.0169507790951457
"FRY",0.0169738968698334
"LOC100132891",0.0170467038278296
"CDC25C",0.0170923650061444
"VIPR1",0.017144881392086
"RNASE2",0.0171589507531032
"LINC00478",0.0171855802792593
"LOC101060747 /// PDPK1",0.0171971308656272
"PHB",0.0172535451186061
"TOX3",0.0172552186409744
"C2orf72",0.0172830354426207
"TNS1",0.0172876960393764
"ERAP1",0.0172966783430993
"TMEM38A",0.017297597740939
"SRI",0.0173751967829633
"AFMID",0.017376899929917
"FLRT2 /// LOC100506718 /// LOC102724348",0.0174195209882626
"ADSL",0.0174511104321226
"C16orf52 /// LOC101930115 /// VWA3A",0.0174524347954312
"CHST11",0.0174567644465112
"ACADS",0.0174920890451523
"CLIC4",0.0174964976417904
"MED19",0.0174965693117024
"RAD51L3-RFFL /// RFFL",0.0175250705518852
"RP11-220I1.5",0.0175407559683879
"PPFIA2",0.0175961924393034
"NUP85",0.0176175771431531
"MECP2",0.0176618624920194
"LOC101929550",0.0177115593926415
"SYT11",0.0177295548148346
"USP3",0.0177428500069289
"PICALM",0.0177920458097481
"KIAA0141",0.0177939868744809
"PDE1A",0.0178465400062801
"LOC157562",0.0178616594780655
"NAP1L3",0.0178742514177
"C9orf47",0.0178944614304162
"MIEF1",0.0178977798027631
"CARD16",0.0179030928857391
"ITPRIP",0.0179195695133583
"SCO1",0.017927729867508
"FABP1",0.017940387620095
"TMEM106A",0.0179446582802387
"MPST",0.017965161275521
"BC070490",0.018047726106709
"ANKRD16",0.0180789030326832
"FNDC3B",0.0180935036355101
"SPP1",0.0181034444968244
"RAX2",0.0181389691529748
"TPRKB",0.0181744904413358
"SLCO5A1",0.0182226452696105
"C2orf27A",0.0182267120931349
"IRF1",0.0182443422626288
"PRKAB1",0.018250328765807
"SIDT1",0.0182969847133691
"GSTZ1",0.0183397093635464
"MIR670HG",0.0183603793160038
"DGKI /// LOC100128727",0.0183647240897956
"ACTR3B",0.0183830165181148
"ELP6",0.0183858727010859
"KDELC1",0.0184047664267249
"AGGF1",0.0184299062060382
"ZNHIT1",0.0184469738824382
"MARS2",0.0184481372014969
"LMNB2",0.0184570476352096
"FMO5",0.0184817488350711
"TUBB4A",0.0184845251679989
"TJP3",0.0185163564104491
"PHF5A",0.0185194697002907
"LMO2",0.0185211850414442
"C11orf72",0.0185698732653931
"EIF2B1",0.0185876865855277
"SNX11",0.0185896935659275
"SIAE",0.0186334305629899
"FAM186A",0.0186568581678576
"INPP5J",0.0186991538244154
"RNF4",0.0187085312385032
"COL4A1",0.0187473755645484
"SMC1A",0.0187700989310625
"LOC102724112 /// WIBG",0.0187939711005582
"CCBL1",0.0188017395006937
"RNF186",0.0188029586243937
"COX16",0.0188145492930884
"RP11-50E11.3",0.0188625782115305
"RP11-319E16.2",0.0188837730859438
"DEFA1 /// DEFA1B /// DEFA3",0.0188977182114837
"ETV1",0.0189491047329205
